"project_geographic_district","project_building_identifier","project_school_name","project_type","project_description","project_phase_name","project_status_name","project_phase_actual_start_date","project_phase_planned_end_date","project_phase_actual_end_date","BAC","EAC","AC","perc_complete","dfs_numbers"
7,"X470","CAREERS IN SPORTS HIGH SCHOOL - BRONX","DOE - RESOA","FY24 RESO A LIBRARY UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","200000.00","0.00","0.00","DSF0001086846"
7,"X470","UNIVERSITY HEIGHTS HS - BRONX","SCA Furniture & Equipment","FY25 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","250000.00","250000.00","0.00","0.00","DSF0001113425"
10,"X475","MARBLE HILL INTERNATIONAL HS - X","DOE - Skilled Trades","BATHROOM UPGRADES","Construction","In-Progress","2021-02-12","DOES","","DOES","200590.00","0.00","0.00","DSF0000913016"
10,"X475","BRONX THEATRE HS - BRONX","SCA CIP","REINFORCING SUPPORT ELEMENTS","Scope","Complete","2023-05-03","2023-09-19","2024-10-28","46898.00","169462.00","154865.00","91.39","DSF0001083933"
10,"X475","BRONX THEATRE HS - BRONX","DOE - Skilled Trades","EXTERIOR MASONRY REPAIRS","Construction","In-Progress","2023-11-29","DOES","","DOES","260000.00","0.00","0.00","DSF0001110825"
10,"X475","BX ENGINEERING & TECH ACADEMY - X","DOE - Skilled Trades","CAFETERIA ENHANCEMENT EXPERIENCE","Construction","In-Progress","2024-01-02","DOES","","DOES","1564201.00","0.00","0.00","DSF0001085778"
10,"X475","BRONX THEATRE HS - BRONX","DOE - Skilled Trades","ELEVATOR CABLE REPLACEMENT","Construction","In-Progress","2024-03-12","DOES","","DOES","78000.00","0.00","0.00","DSF0001110820"
10,"X475","BRONX THEATRE HS - BRONX","SCA CIP","REINFORCING SUPPORT ELEMENTS","Design","In-Progress","2024-12-04","2025-05-07","","234489.00","234489.00","70090.00","29.89","DSF0001083933"
10,"X475","BRONX THEATRE HS - BRONX","SCA IEH","PO18-REMOVE 8' OF ACM PIPE INSULATION CONTINUATION OF PREVIOUS ABATEMENT. 4TH FLOOR KITCHEN OFFICE,","Construction","Complete","2025-01-13","IEH","2025-01-19","IEH","14155.00","9580.00","67.68","SCA0000073792"
10,"X475","BRONX THEATRE HS - BRONX","SCA IEH","PO18-REMOVE ACM PIPE INSULATION APPROX: 10 FT. ROOM #510B","Construction","Complete","2025-04-24","IEH","2025-06-29","IEH","14040.00","383.00","2.73","SCA0000074188"
10,"X475","BRONX THEATRE HS - BRONX","DOE - RESOA","FY22 RESO A PLAYGROUND UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","55000.00","0.00","0.00","DSF0001034143"
10,"X475","BRONX THEATRE HS - BRONX","DOE - RESOA","FY19 RESO A HYDROPONIC LAB","Construction","PNS","PNS","PNS","PNS","DOER","200000.00","0.00","0.00","DSF0000890983"
10,"X475","BRONX THEATRE HS - BRONX","SCA CIP","REINFORCING SUPPORT ELEMENTS","CM,F&E","PNS","PNS","PNS","PNS","328285.00","328285.00","161411.00","49.17","DSF0001083933"
10,"X475","BRONX THEATRE HS - BRONX","SCA CIP","REINFORCING SUPPORT ELEMENTS","Construction","PNS","PNS","PNS","PNS","5276003.00","5276003.00","560744.00","10.63","DSF0001083933"
10,"X475","ELLIS PREPARATORY ACADEMY-X","SCA Furniture & Equipment","FY24 RESO A MOBILE SCIENCE LAB","F&E","PNS","PNS","PNS","PNS","200000.00","200000.00","0.00","0.00","DSF0001086848"
11,"X498","P.S. / I.S. 498 - BRONX","DIIT - RESOA","FY20 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-03-14","DIIR","","DIIR","100000.00","0.00","0.00","DSF0000914227"
11,"X498","P.S. / I.S. 498 - BRONX","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2023-03-01","DIIR","","DIIR","100000.00","0.00","0.00","DSF0001034138"
11,"X498","P.S. / I.S. 498 - BRONX","Fast Track Projects","FY17 RESO A ROOFTOP PLAYGROUND","Construction","PNS","FTK","FTK","FTK","FTK","22293.00","11048.00","49.56","DSF0000845557"
11,"X498","P.S. / I.S. 498 - BRONX","DOE - RESOA","FY20 RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","125000.00","0.00","0.00","DSF0000913172"
11,"X498","P.S. / I.S. 498 - BRONX","DOE - RESOA","FY21 RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","250000.00","0.00","0.00","DSF0001008492"
11,"X501","X000 - BRONX","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","Complete","2024-09-26","DOES","2025-01-24","DOES","50832.00","0.00","0.00","DSF0001085575"
11,"X511","P.S. @ 760 EAST GUN HILL ROAD - BRONX","DOE Managed PRE-K","LEASE RENOVATION","Construction","In-Progress","2024-03-08","DOEP","","DOEP","664037.00","0.00","0.00","DSF0001087145"
11,"X511","SUCCESS ACADEMY WILLIAMSBRIDGE ELEMENTARY","SCA IEH","PO18-ABATE 400LF OF PIPE LOCATED IN BASEMENT CAFETERIA AND KITCHEN","Construction","In-Progress","2024-09-25","IEH","","IEH","84534.00","1345.00","1.59","SCA0000073430"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA Capacity","NEW SCHOOL","Scope","Complete","2022-07-19","2022-12-30","2023-01-20","1788220.00","882192.00","881154.00","99.88","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA Capacity","NEW SCHOOL","Design","Complete","2023-01-23","2023-08-18","2024-05-14","8046990.00","2917361.00","1906979.00","65.37","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA CIP","DEMOLITION","Design","Complete","2023-01-26","2023-05-25","2023-12-08","211200.00","273080.00","259884.00","95.17","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA CIP","DEMOLITION","Scope","Complete","2023-01-26","2023-01-26","2023-01-26","42240.00","13241.00","11785.00","89.00","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA CIP","DEMOLITION","CM,F&E","Complete","2024-07-22","2025-04-17","2025-04-17","295680.00","719712.00","711296.00","98.83","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA CIP","DEMOLITION","Construction","Complete","2024-07-22","2025-04-17","2025-04-17","4752000.00","4565950.00","4133446.00","90.53","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA Capacity","NEW SCHOOL","CM,Art,F&E","In-Progress","2024-11-05","2028-09-03","","14305760.00","5831721.00","604101.00","10.36","DSF0000867118"
10,"X515","P.S. @ 3850 REVIEW PLACE - BRONX","SCA Capacity","NEW SCHOOL","Construction","In-Progress","2024-11-05","2028-09-03","","101481485.00","90059947.00","1517735.00","1.69","DSF0000867118"
8,"X521","I.S. @ 2169 BLACKROCK AVENUE - BRONX","DOE Managed PRE-K","LEASE RENOVATION","Construction","In-Progress","2024-05-31","DOEP","","DOEP","500287.00","0.00","0.00","DSF0001087146"
11,"X526","H.S STEAM CENTER - BRONX","SCA Lease Site Improvement","STEAM CENTER FEASIBILITY STUDY","Scope","In-Progress","2025-06-03","2025-07-08","","74074.00","80514.00","80514.00","100.00","DSF0001112280"
11,"X526","H.S STEAM CENTER - BRONX","SCA Lease Site Improvement","STEAM CENTER FEASIBILITY STUDY","CM,F&E","PNS","PNS","PNS","PNS","537037.00","537037.00","68499.00","12.75","DSF0001112280"
11,"X526","H.S STEAM CENTER - BRONX","SCA Lease Site Improvement","STEAM CENTER FEASIBILITY STUDY","Construction","PNS","PNS","PNS","PNS","4092593.00","4092593.00","38873.00","0.95","DSF0001112280"
11,"X526","H.S STEAM CENTER - BRONX","SCA Lease Site Improvement","STEAM CENTER FEASIBILITY STUDY","Design","PNS","PNS","PNS","PNS","296296.00","296296.00","30379.00","10.25","DSF0001112280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA Capacity","NEW SCHOOL","Scope","Complete","2024-10-10","2025-04-10","2025-04-07","1398070.00","1147187.00","548432.00","47.81","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA CIP","DEMOLITION","Design","In-Progress","2024-10-31","2025-04-15","","437335.00","437335.00","23796.00","5.44","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA CIP","DEMOLITION","Scope","Complete","2024-10-31","2024-10-31","2024-10-31","93715.00","5949.00","5949.00","100.00","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA Capacity","NEW SCHOOL","Design","In-Progress","2025-04-08","2025-11-13","","5592279.00","5592279.00","55792.00","1.00","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA CIP","DEMOLITION","CM,F&E","PNS","PNS","PNS","PNS","687241.00","687241.00","56137.00","8.17","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA CIP","DEMOLITION","Construction","PNS","PNS","PNS","PNS","6934885.00","6934885.00","29158.00","0.42","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA Capacity","NEW SCHOOL","CM,Art,F&E","PNS","PNS","PNS","PNS","10136005.00","10136005.00","412440.00","4.07","DSF0001034280"
10,"X533","P.S. @ 6389-6393 BROADWAY - BRONX","SCA Capacity","NEW SCHOOL","Construction","PNS","PNS","PNS","PNS","77243348.00","77243348.00","735920.00","0.95","DSF0001034280"
9,"X582","GARDEN OF LEARNING AND DISCOVERY PRE-K CENTER","DOE - RESOA","FY24 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","133652.00","0.00","0.00","DSF0001086849"
7,"X600","ALFRED E. SMITH HS - X","DOE - Skilled Trades","WATER HEATERS","Construction","In-Progress","2015-08-31","DOES","","DOES","75200.00","0.00","0.00","DSF0000797255"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","IPDVS CAMERA INSTALLATION","Scope","Complete","2020-03-09","2020-07-07","2020-06-04","3806.00","3584.00","3584.00","100.00","DSF0000960764"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","IPDVS CAMERA INSTALLATION","Design","Complete","2020-06-04","2020-12-01","2020-12-01","17128.00","14336.00","14336.00","100.00","DSF0000960764"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","IPDVS CAMERA INSTALLATION","CM,F&E","In-Progress","2022-07-18","2023-05-13","","222640.00","261926.00","257340.00","98.25","DSF0000960764"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","IPDVS CAMERA INSTALLATION","Construction","In-Progress","2022-07-18","2023-05-13","","220758.00","203161.00","180914.00","89.05","DSF0000960764"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","STRUCTURAL CONCRETE FAILURE @ X600","Scope","Complete","2022-08-05","2022-12-22","2022-12-14","15977.00","12959.00","12959.00","100.00","DSF0001083832"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","STRUCTURAL CONCRETE FAILURE @ X600","Design","Complete","2022-12-23","2023-05-26","2023-08-02","71898.00","55320.00","8302.00","15.01","DSF0001083832"
7,"X600","ALFRED E. SMITH HS - X","DOE - RESOA","FY24 RESO A GYMNASIUM UPGRADE","Construction","In-Progress","2023-09-15","DOER","","DOER","271547.00","2796.00","1.03","DSF0001086850"
7,"X600","BRONX DESIGN AND CONSTRUCTION ACADEMY - BRONX","DOE - RESOA","FY24 RESO A ROOM CONVERSION","Construction","In-Progress","2023-12-20","DOER","","DOER","100000.00","0.00","0.00","DSF0001086851"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","STRUCTURAL CONCRETE FAILURE @ X600","Construction","In-Progress","2024-12-12","2026-03-11","","926683.00","824064.00","0.00","0.00","DSF0001083832"
7,"X600","ALFRED E. SMITH HS - X","SCA CIP","STRUCTURAL CONCRETE FAILURE @ X600","CM,F&E","In-Progress","2024-12-12","2026-03-11","","171756.00","95306.00","18558.00","19.47","DSF0001083832"
7,"X600","ALFRED E. SMITH HS - X","SCA IEH","PO18-ABATE AND REPAIR DAMAGED PIPE INSULATION SPACE ID #1065, 3212 ABATE AND REPLACE DAMAGED FLOOR T","Construction","Complete","2025-03-25","IEH","2025-06-11","IEH","25558.00","308.00","1.21","SCA0000074081"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA Capacity","NEW SCHOOL","Scope","In-Progress","2025-04-15","2025-08-28","","2165935.00","2165935.00","123475.00","5.70","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA CIP","DEMOLITION","Design","In-Progress","2025-04-15","2026-02-02","","220076.00","220076.00","8990.00","4.08","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA CIP","DEMOLITION","Scope","Complete","2025-04-15","2025-04-15","2025-04-15","47159.00","58248.00","2248.00","3.86","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA Capacity","NEW SCHOOL","CM,Art,F&E","PNS","PNS","PNS","PNS","15703028.00","15703028.00","120347.00","0.77","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA Capacity","NEW SCHOOL","Construction","PNS","PNS","PNS","PNS","119667905.00","119667905.00","209750.00","0.18","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA Capacity","NEW SCHOOL","Design","PNS","PNS","PNS","PNS","8663740.00","8663740.00","450713.00","5.20","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA CIP","DEMOLITION","CM,F&E","PNS","PNS","PNS","PNS","345833.00","345833.00","4931.00","1.43","DSF0001087192"
11,"X626","P.S. @ 1631-1659 ZEREGA AVENUE - BRONX","SCA CIP","DEMOLITION","Construction","PNS","PNS","PNS","PNS","3489772.00","3489772.00","0.00","0.00","DSF0001087192"
8,"X650","SCHOOL FOR TOURISM AND HOSPITALITY - BRONX","DOE - Skilled Trades","ACE STEAM SYSTEM OPTIMIZATION","Construction","In-Progress","2019-03-28","DOES","","DOES","230617.00","0.00","0.00","DSF0000891065"
8,"X650","SCHOOL FOR TOURISM AND HOSPITALITY - BRONX","DOE - Skilled Trades","ADA SHELTER COMPLIANCE","Construction","In-Progress","2021-06-04","DOES","","DOES","24663.00","0.00","0.00","DSF0000911898"
8,"X650","ALC-JANE ADDAMS HS","SCA CIP","IPDVS CAMERA INSTALLATION","Scope","Complete","2021-09-15","2022-01-19","2021-09-30","4600.00","3095.00","3095.00","100.00","DSF0000960765"
8,"X650","ALC-JANE ADDAMS HS","SCA CIP","IPDVS CAMERA INSTALLATION","Design","Complete","2021-09-30","2022-03-31","2022-01-11","20700.00","12378.00","12378.00","100.00","DSF0000960765"
8,"X650","ALC-JANE ADDAMS HS","SCA CIP","IPDVS CAMERA INSTALLATION","CM,F&E","In-Progress","2022-07-25","2023-04-19","","219927.00","209525.00","203330.00","97.04","DSF0000960765"
8,"X650","ALC-JANE ADDAMS HS","SCA CIP","IPDVS CAMERA INSTALLATION","Construction","In-Progress","2022-07-25","2023-04-19","","266800.00","244788.00","181490.00","74.14","DSF0000960765"
8,"X650","NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE, II","DOE - Skilled Trades","HOT WATER HEATER REPLACEMENT","Construction","In-Progress","2022-09-30","DOES","","DOES","130470.00","80759.00","61.90","DSF0001082925"
8,"X650","NEW VISIONS CHARTER HS FOR ADVANCED MATH AND SCIENCE, II","SCA IEH","PO18-SAFE ACCESS ABATEMENT","Construction","Complete","2024-12-17","IEH","2025-01-07","IEH","9554.00","9554.00","100.00","SCA0000073724"
8,"X650","SCHOOL FOR TOURISM AND HOSPITALITY - BRONX","DOE - RESOA","FY16 RESO A ROOM CONVERSIONS / LEARNING KITCHEN","Construction","PNS","PNS","PNS","PNS","DOER","989965.00","0.00","0.00","DSF0000822711"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","STH SBHC","Scope","Complete","2018-09-07","2019-02-06","2018-11-26","43770.00","26073.00","26073.00","100.00","DSF0000890619"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","STH SBHC","Design","Complete","2018-12-05","2019-05-29","2019-05-17","175080.00","262645.00","177762.00","67.68","DSF0000890619"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","STH SBHC","CM,F&E","In-Progress","2019-08-05","2020-08-03","","289590.00","1158671.00","1146057.00","98.91","DSF0000890619"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","STH SBHC","Construction","In-Progress","2019-08-05","2020-08-03","","3282750.00","3521913.00","2744803.00","77.94","DSF0000890619"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","BATHROOM UPGRADES / GYM UPGRADE","Scope","Complete","2020-02-10","2020-07-07","2021-05-03","37750.00","60696.00","60696.00","100.00","DSF0000955547, DSF0000955554"
7,"X655","MOTT HAVEN COMMUNITY HIGH SCHOOL - BRONX","DOE - Skilled Trades","BATHROOM UPGRADE","Construction","In-Progress","2021-01-04","DOES","","DOES","226128.00","0.00","0.00","DSF0000886914"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","BATHROOM UPGRADES / GYM UPGRADE","Design","Complete","2021-05-10","2021-10-26","2022-05-13","188750.00","306742.00","285840.00","93.19","DSF0000955547, DSF0000955554"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","DIIT - RESOA","FY21 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-09-01","DIIR","","DIIR","110000.00","0.00","0.00","DSF0001009251"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","BATHROOM UPGRADES / GYM UPGRADE","CM,F&E","In-Progress","2022-08-11","2024-02-01","","264250.00","473872.00","469180.00","99.01","DSF0000955547, DSF0000955554"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","SCA CIP","BATHROOM UPGRADES / GYM UPGRADE","Construction","In-Progress","2022-08-11","2024-02-01","","4246876.00","3990054.00","2650283.00","66.42","DSF0000955547, DSF0000955554"
7,"X655","HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPATIONS HS)","DOE - RESOA","FY20 RESO A ELECTRICAL UPGRADE","Construction","In-Progress","2024-09-27","DOER","","DOER","112568.00","0.00","0.00","DSF0000913174"
7,"X655","MOTT HAVEN COMMUNITY HIGH SCHOOL - BRONX","SCA Emergency Response","EMERGENCY STABILIZATION- SWB @ X655","Construction","In-Progress","2025-06-23","EMER","","EMER","","0.00","","SCA0000074389"
10,"X660","HIGH SCHOOL FOR ENERGY AND TECHNOLOGY - BRONX","DOE - Skilled Trades","ELEVATOR MODERNIZATION","Construction","In-Progress","2022-05-12","DOES","","DOES","68617.00","538855.00","100.00","DSF0001032220"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE","Scope","Complete","2023-02-03","2023-07-06","2023-11-20","0.00","87229.00","60623.00","69.50","DSF0001036300, DSF0001036301"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE","Design","Complete","2023-11-30","2024-04-01","2025-04-17","219946.00","117969.00","115067.00","97.54","DSF0001036300, DSF0001036301"
10,"X660","HIGH SCHOOL FOR ENERGY AND TECHNOLOGY - BRONX","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","In-Progress","2024-09-26","DOES","","DOES","65832.00","0.00","0.00","DSF0001085087"
10,"X660","HIGH SCHOOL FOR ENERGY AND TECHNOLOGY - BRONX","SCA IEH","PO18-CLASSROOM 309 - DAMAGED 9' X 9' FLOOR TILES ASSUMED REMOVE HALF DIVIDING WALL (DOES NOT CONNECT","Construction","Complete","2024-11-14","IEH","2025-02-08","IEH","26642.00","26642.00","100.00","SCA0000073606"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","RESO A AUDITORIUM UPGRADE","Scope","In-Progress","2025-04-28","2025-08-28","","6587.00","6587.00","246.00","3.73","DSF0001114100"
10,"X660","HIGH SCHOOL FOR ENERGY AND TECHNOLOGY - BRONX","SCA IEH","PO18-ABATE ACM PIPE INSULATION TO REPAIR STEAM LEAKS SPACE ID #1003, 1004, 1001","Construction","Complete","2025-06-11","IEH","2025-06-22","IEH","1329.00","579.00","43.57","SCA0000074358"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","DOE - RESOA","FY23 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","144919.00","0.00","0.00","DSF0001035312"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE","CM,F&E","PNS","PNS","PNS","PNS","219946.00","235197.00","67195.00","28.57","DSF0001036300, DSF0001036301"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","RESO A AUDITORIUM UPGRADE","CM,F&E","PNS","PNS","PNS","PNS","3000.00","3000.00","0.00","0.00","DSF0001114100"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","44000.00","44000.00","0.00","0.00","DSF0001114100"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A PLAYGROUND UPGRADE / FY23 RESO A PLAYGROUND UPGRADE","Construction","PNS","PNS","PNS","PNS","3225862.00","3225862.00","32083.00","0.99","DSF0001036300, DSF0001036301"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","SCA CIP RESOA","RESO A AUDITORIUM UPGRADE","Design","PNS","PNS","PNS","PNS","3000.00","3000.00","986.00","32.87","DSF0001114100"
10,"X660","CROTONA INTERNATIONAL HIGH SCHOOL - BRONX","DOE - RESOA","RESO A SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","DOER","50000.00","0.00","0.00","DSF0001114101"
11,"X701","X723 SPED - BRONX","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","300000.00","0.00","0.00","DSF0001113426"
11,"X722","X721 SPED - BRONX","SCA CIP","EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS","Scope","Complete","2012-11-13","2013-04-02","2013-03-25","162009.00","151186.00","151186.00","100.00","DSF0000775579, DSF0000775995, DSF0000775993, DSF0000775994, DSF0000776000"
11,"X722","X721 SPED - BRONX","SCA CIP","EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS","Design","Complete","2013-05-06","2013-10-04","2014-02-28","633969.00","699588.00","653549.00","93.42","DSF0000775579, DSF0000775995, DSF0000775993, DSF0000775994, DSF0000776000"
11,"X722","X721 SPED - BRONX","SCA CIP","EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS","Construction","In-Progress","2018-02-12","2019-11-03","","10624754.00","11526380.00","9185916.00","79.69","DSF0000775579, DSF0000775995, DSF0000775993, DSF0000775994, DSF0000776000"
11,"X722","X721 SPED - BRONX","SCA CIP","EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS","CM,F&E","In-Progress","2018-02-12","2019-11-03","","938858.00","1613880.00","1584843.00","98.20","DSF0000775579, DSF0000775995, DSF0000775993, DSF0000775994, DSF0000776000"
11,"X722","X721 SPED - BRONX","DOE - Skilled Trades","CHILLER REPLACEMENT","Construction","In-Progress","2021-12-01","DOES","","DOES","1237315.00","0.00","0.00","DSF0000891021"
11,"X722","X721 SPED - BRONX","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2022-06-03","2022-10-03","2022-06-16","4490.00","4338.00","4338.00","100.00","DSF0001034563"
11,"X722","X721 SPED - BRONX","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2022-06-16","2022-12-13","2022-12-07","20205.00","17451.00","17451.00","100.00","DSF0001034563"
11,"X722","X721 SPED - BRONX","SCA CIP","ROOF REPLACEMENT","Scope","Complete","2023-01-18","2023-06-02","2024-10-03","41679.00","41771.00","41771.00","100.00","DSF0001082987"
11,"X722","X721 SPED - BRONX","SCA CIP","IPDVS INSTALLATIONS","Construction","Complete","2023-06-16","2024-04-10","2024-04-10","260420.00","234990.00","216645.00","92.19","DSF0001034563"
11,"X722","X721 SPED - BRONX","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","Complete","2023-06-16","2024-04-10","2024-04-10","164056.00","172921.00","127583.00","73.78","DSF0001034563"
11,"X722","X721 SPED - BRONX","SCA CIP","ROOF REPLACEMENT","Design","Complete","2024-10-08","2025-03-14","2025-03-31","194502.00","109992.00","103526.00","94.12","DSF0001082987"
11,"X722","X721 SPED - BRONX","DOE - Skilled Trades","BATHROOM UPGRADES- ACCESSIBILITY","Construction","In-Progress","2025-02-12","DOES","","DOES","200000.00","0.00","0.00","DSF0001113718"
11,"X722","X721 SPED - BRONX","SCA IEH","PO18-ABATE DAMAGED WATERPROOFING MEMBRANE FOR UNDERFLOOR BEDDING ROOMS #315, 316","Construction","Complete","2025-03-03","IEH","2025-04-14","IEH","36137.00","2303.00","6.37","SCA0000074021"
11,"X722","X721 SPED - BRONX","SCA IEH","PO18-ABATE/REPLACE ACM FLOOR TILES IN BASEMENT CORRIDOR","Construction","In-Progress","2025-05-15","IEH","","IEH","1851.00","1101.00","59.48","SCA0000074275"
11,"X722","X721 SPED - BRONX","DOE - RESOA","FY24 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","129955.00","0.00","0.00","DSF0001086853"
11,"X722","X721 SPED - BRONX","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","75000.00","0.00","0.00","DSF0001034148"
11,"X722","X721 SPED - BRONX","SCA CIP","ROOF REPLACEMENT","Construction","PNS","PNS","PNS","PNS","3084246.00","3084246.00","11439.00","0.37","DSF0001082987"
11,"X722","X721 SPED - BRONX","SCA CIP","ROOF REPLACEMENT","CM,F&E","PNS","PNS","PNS","PNS","305646.00","305646.00","28042.00","9.17","DSF0001082987"
11,"X778","BRONX HS FOR THE VISUAL ARTS - BRONX","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","150000.00","0.00","0.00","DSF0001113427"
10,"X779","P.S. 315 - BRONX","SCA CIP RESOA","PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY22 RESO A GYMNASIUM UPGRADE","Scope","Complete","2022-08-11","2023-03-01","2023-01-13","0.00","20975.00","20975.00","100.00","DSF0001034102, DSF0001034104"
